1.758464411119734505e-01,9.724867272842350197e-01,4.500395938472501189e-02,4.686769185537694726e-01,4.907655762353938522e-01,9.146225319143849175e-01,2.201537083682236773e-01,6.476572441684588233e-01,5.575402918839599264e-01,3.800420166395360733e-01,3.530014174250096781e-01,3.858269785494129467e-01,1.411828741509302265e-01,7.304631873932795338e-01,9.636103134779753221e-01,4.871775545414047670e-01,6.317854063978112222e-01,4.990463310790244078e-01,5.641628415691721798e-01,9.268145855991659632e-01
1.682160096507823166e-02,8.283930169922059106e-01,4.891709456300757930e-01,3.538414321801680584e-01,4.315599399780118972e-01,6.163012780037369076e-01,5.497742154003149029e-01,5.228904930511457660e-01,7.836293263736503478e-01,6.002384617026177427e-01,8.724236360280015479e-01,3.511296185122658731e-01,8.159736121606829817e-01,6.944525639742283873e-01,7.095804823345537304e-01,1.095996516343384908e-01,4.277452855421373101e-01,4.386950753805032299e-01,6.451850329394799299e-01,6.877157624755438903e-01
3.824238310880079261e-03,9.974858475202758035e-01,1.230268687382923831e-01,5.189535182879969621e-01,4.895679991435937239e-01,2.805917746929791345e-01,2.335480792396752436e-01,5.673689407737551038e-01,6.073743604109597127e-01,1.173611962618900106e-01,4.461363969129055196e-01,8.956575592447409973e-01,2.448281652575872158e-01,9.771743568167864380e-01,6.640742294579539129e-01,5.611728075118399550e-01,6.638882048485498233e-01,2.736060809068365796e-01,4.977122241856964946e-01,2.335981245602725132e-02
5.974424025435747243e-01,3.161162223461836396e-01,7.758255774562751172e-01,5.329642015702298341e-01,4.122143041497138283e-01,7.459534808143138962e-01,9.402109222661827470e-01,8.291442682872089964e-01,5.894385947262172909e-01,2.868798709900339805e-01,2.285521923337544559e-01,4.839457430128214499e-01,6.953686000789027766e-01,3.647065172183439064e-01,1.482743977886863407e-01,6.061584351014971395e-01,9.915597149908047525e-01,8.157800771749024182e-02,6.257595779991426133e-01,3.148413609955458270e-01
4.924007138397521466e-01,5.815155050826159577e-01,1.624130010536897206e-01,4.120151181011224573e-01,3.625284453867075873e-01,9.462450437856997354e-01,5.727703800853689575e-02,3.921825584002314180e-01,8.816676883453301583e-01,2.852659061828251019e-01,9.280223194717395208e-01,9.537908954539215944e-01,8.495907817914675197e-01,9.966145708129899861e-01,7.544410628318772849e-01,4.983485782310490553e-01,7.220589061687826549e-01,6.752680462695832553e-01,7.678526393483291468e-01,6.585604717809836472e-01
8.172344788037430030e-01,3.783502227053604505e-01,3.139781268491395050e-01,3.438063695546186294e-01,1.498482377769363438e-01,3.385759743155352108e-01,8.107745658402245592e-01,5.306907595207530637e-01,6.920920386753435238e-01,2.832921239840742178e-01,3.321047371387292335e-01,9.768923715297476162e-01,9.583772352497822444e-01,7.983326052865269418e-02,5.262059980762955336e-01,7.823911997965771192e-02,5.965343301406371701e-01,5.002892020902234282e-01,8.974465869255000561e-01,2.058214240358946512e-01
8.016138861901225265e-01,5.485478961438122747e-01,7.440144666707459997e-02,2.979681231845506817e-01,7.397179864233055513e-01,7.139466686141765495e-01,8.176198417858830947e-01,5.526938941265260308e-01,8.496761259328186044e-01,2.558602852955144114e-01,4.017330461714179179e-01,7.188038957230815651e-01,8.569776524531103057e-02,3.397406593756525650e-01,1.920984850841417346e-01,6.123858775553517875e-01,8.846039850343461186e-01,9.864161024690467627e-01,3.847219082135993062e-01,3.452898283785249545e-01
9.406425408427088186e-01,1.695624489780137578e-01,8.175437034497254896e-01,5.607356064508636218e-01,7.382500516977922311e-01,5.305883101091938281e-01,8.360081032603494666e-01,2.716641281005734987e-01,3.308409046293581124e-01,6.990288684146439557e-01,4.658404536951135100e-01,2.683412837101389892e-01,8.536832872743178591e-01,5.870382939134045630e-01,7.002179437102437065e-01,4.465656733738447848e-01,7.228537481594612402e-01,5.653766182853139366e-01,9.622368625288620914e-01,7.598115291518782177e-01
6.463064606971400394e-01,8.595109768726660882e-02,7.072124105760146939e-02,6.371921794978366860e-01,8.190831423445190662e-01,3.389530407395041633e-01,4.064389036798160548e-01,7.545706423947655672e-01,9.035089694637771229e-01,2.506273277547316214e-01,1.027189352568130820e-01,9.715566323961722928e-01,3.206350821795599382e-01,3.225803962404458769e-01,2.905023811696997305e-01,4.200360160614831084e-01,5.350455920022523237e-01,8.745563784222497583e-01,6.298548720631580444e-02,5.975858155383673154e-02
9.290396460623296937e-01,5.294320783899220118e-02,5.567863595668609555e-01,3.796324760949687516e-02,5.439050886410998764e-01,5.759077447100398039e-01,8.152768375730734540e-02,4.754694518612252452e-01,5.233683010729499596e-01,1.909319505667805839e-02,6.587854561896244743e-01,4.000886631265734295e-01,2.227638030370336919e-01,2.009263593055070629e-01,1.532247771450693241e-01,8.344779653620428839e-01,6.763420493628202745e-02,5.965013627434591070e-01,6.073842082693563516e-01,5.046774613266732379e-01
